id,title,date,domain_primary,domain_secondary,reasoning_skills,puzzle_format,question,answer_only,explanation,difficulty,quality_status,requires_assets,assets,evaluation
puzzle-69aeba11ff5d7320a7e6,Beauty and the Yeast,,word_language,logic_constraints | geometry_spatial,wordplay | lexical_search | logical_inference | constraint_propagation | spatial_visualization | visual_decoding | anagramming,image_puzzle | multi_part | word_puzzle | logic_grid,"Title: Beauty and the Yeast

Instructions: cut out four squares along dashed lines.

The complete puzzle statement and its visual/structured clues are in the required question asset(s):
- assets/f77a605fd001e7f02df1935ad9cfbb7bea70b0e7bf5e5da92fc46351e722657f.png

Return the short canonical final answer.",LIFE'S BETTER WITH BEER,"1. Rotate and arrange the squares into a 2x2 grid such that the phrases on adjoining edges are anagrams.
   Reasoning figure: assets/1a6dcd6c8e43416055df45073c4599c94f90645ae4d5dcdfcbcb385e51138843.png

2. Remove letters from adjacent phrases corresponding to the beer type that is their respective squares.

3. The remaining letters spell out 'LIFE'S BETTER WITH BEER'.","{""bucket"": ""hard""}",needs_review,True,"[{""bytes"": 624226, ""content_type"": ""image/png"", ""path"": ""assets/f77a605fd001e7f02df1935ad9cfbb7bea70b0e7bf5e5da92fc46351e722657f.png"", ""role"": ""question"", ""sha256"": ""f77a605fd001e7f02df1935ad9cfbb7bea70b0e7bf5e5da92fc46351e722657f""}, {""bytes"": 390031, ""content_type"": ""image/png"", ""path"": ""assets/1a6dcd6c8e43416055df45073c4599c94f90645ae4d5dcdfcbcb385e51138843.png"", ""role"": ""explanation"", ""sha256"": ""1a6dcd6c8e43416055df45073c4599c94f90645ae4d5dcdfcbcb385e51138843""}]","{""answer_only_scorable"": true, ""benchmark_core"": true, ""counts_toward_headline_score"": true, ""counts_toward_official_topic_score"": true, ""scoring_metric"": ""binary_accuracy"", ""time_limit_minutes"": 30, ""topic_scoring_group"": ""word_language"", ""track"": ""answer_only_upstream_hard_core""}"
puzzle-6d207fc749c119ad2e9e,Mix &,,word_language,logic_constraints,wordplay | lexical_search | logical_inference | constraint_propagation | anagramming | indexing_extraction,word_puzzle,"Title: Mix &

Find pairs that make clues. Then mix up each clue’s letters to uncover the hidden message.

The complete puzzle statement and its visual/structured clues are in the required question asset(s):
- assets/57f263c6a120b69cb6c9561c3163d7e1d0ea3c74478308969a1d794048d88f8d.png

Return the short canonical final answer.",FLOTSAM,"1. Pair the provided words to create meaningful phrases.
   Reasoning figure: assets/61aa1927d35bbb1031a246bf94c8bbd4fda01903f076260da7604cb3a9f08ff0.png

2. Recognize 'and' in latin is 'et'.

3. Remove an 'e' and a 't' from each meaningful phrase.

4. Anagram the remaining letters of each phrase to form new words.
   Reasoning figure: assets/afd2ff3d27f53e0e22d497be02636c46a9b50f772b9d1be0516a368aac88c562.png

5. Place the newly constructed words into the blanks that correspond with their synonyms.
   Reasoning figure: assets/afd2ff3d27f53e0e22d497be02636c46a9b50f772b9d1be0516a368aac88c562.png

6. Extract the circled letters, which spell 'SOFT METAL'.

7. Remove an 'e' and a 't' from SOFT METAL and annagram this result (SOFTMAL): FLOTSAM.","{""bucket"": ""hard""}",needs_review,True,"[{""bytes"": 235439, ""content_type"": ""image/png"", ""path"": ""assets/57f263c6a120b69cb6c9561c3163d7e1d0ea3c74478308969a1d794048d88f8d.png"", ""role"": ""question"", ""sha256"": ""57f263c6a120b69cb6c9561c3163d7e1d0ea3c74478308969a1d794048d88f8d""}, {""bytes"": 71574, ""content_type"": ""image/png"", ""path"": ""assets/61aa1927d35bbb1031a246bf94c8bbd4fda01903f076260da7604cb3a9f08ff0.png"", ""role"": ""explanation"", ""sha256"": ""61aa1927d35bbb1031a246bf94c8bbd4fda01903f076260da7604cb3a9f08ff0""}, {""bytes"": 132180, ""content_type"": ""image/png"", ""path"": ""assets/afd2ff3d27f53e0e22d497be02636c46a9b50f772b9d1be0516a368aac88c562.png"", ""role"": ""explanation"", ""sha256"": ""afd2ff3d27f53e0e22d497be02636c46a9b50f772b9d1be0516a368aac88c562""}]","{""answer_only_scorable"": true, ""benchmark_core"": true, ""counts_toward_headline_score"": true, ""counts_toward_official_topic_score"": true, ""scoring_metric"": ""binary_accuracy"", ""time_limit_minutes"": 30, ""topic_scoring_group"": ""word_language"", ""track"": ""answer_only_upstream_hard_core""}"
puzzle-70ea9e41c9e957a9dfdc,Seeker of Silence,,word_language,logic_constraints | cryptography_ciphers,wordplay | lexical_search | logical_inference | constraint_propagation | encoding_decoding | indexing_extraction | meta_extraction,word_puzzle | meta_puzzle,"Title: Seeker of Silence

In a royal decree, King Azaz had outlawed the expression of any letter as silent (except for the royal E, of course). Under cover of darkness, words would come out to play so that their letters could express themselves in whatever way they liked, some even taking a vowel of silence. So, when the word police showed up to investigate, not only did they find the silent letters but another series of words with absent letters. The officers brought in both sets of words for questioning and a placed them in a lineup. The king requested the help of Milo to pair up words harboring the same wanted letters, and the word police handcuffed them together. The words begged the king to release them, but their request was denied; the word police stated that the king's word was final. What else did the police say the king's word was?

The complete puzzle statement and its visual/structured clues are in the required question asset(s):
- assets/f5d8aa4b7dab8a99a1508549bbfe41cec61e870e3465dd0c486d1b86cd3c827b.png

Return the short canonical final answer.",EARREFUTABLE,"1. The puzzle presents two sets of words: 'Series one' (words with silent letters) and 'Series two, NOT too' (words with missing letters).

2. The instructions tell us to pair up words from each set that 'harbor the same wanted letters'.

3. For example, 'BALLET' (with a silent 'T') pairs with 'DYE' (NOT 'DIE') because both involve a silent/missing letter 'T'.

4. Similarly, 'BISCUIT' (silent 'U') pairs with 'JUNEAU' (NOT 'JUNO') because of the letter 'U'.

5. Working through all the pairs: BALLET (T) with DYE (NOT DIE), BISCUIT (U) with JUNEAU (NOT JUNO), BREAD (A) with ONE (NOT WON), etc.

6. The last pairing shown is KNEEL (K) with LICHEN (NOT LIKEN).

7. Looking at the example completed pair, we can see that we need to spell out a word using the silent letters.

8. The silent letters in the paired words are: E, A, R, R, E, F, U, T, A, B, L, E.

9. These letters spell 'EARREFUTABLE', which is a play on 'irrefutable' with the silent 'E' added at the beginning.

10. This connects to the clue that the king's word was 'final', and the puzzle asks what else the police said the king's word was - 'EARREFUTABLE'.","{""bucket"": ""hard""}",needs_review,True,"[{""bytes"": 212266, ""content_type"": ""image/png"", ""path"": ""assets/f5d8aa4b7dab8a99a1508549bbfe41cec61e870e3465dd0c486d1b86cd3c827b.png"", ""role"": ""question"", ""sha256"": ""f5d8aa4b7dab8a99a1508549bbfe41cec61e870e3465dd0c486d1b86cd3c827b""}]","{""answer_only_scorable"": true, ""benchmark_core"": true, ""counts_toward_headline_score"": true, ""counts_toward_official_topic_score"": true, ""scoring_metric"": ""binary_accuracy"", ""time_limit_minutes"": 30, ""topic_scoring_group"": ""word_language"", ""track"": ""answer_only_upstream_hard_core""}"
puzzle-733e2ddd228c1b0565c1,A Weird Tour,2023-10,word_language,combinatorics | mixed_meta,anagramming | sorting_ordering | pattern_recognition | lexical_search | meta_extraction,word_puzzle | meta_puzzle | path_route,"My journey across this bizarre planet is complete, even though I only
visited 11 of the 120 regions with their strange gradually shifting
dialects. Over the trip I swapped ends of the planet using a variety
of methods of transport between each destination. Below are some
clues to the names of the regions I visited for all but the fifth…
maybe you can help me fill in my itinerary with the name of that
strange fifth country?
I started in
1. Unserious
Then I took a
plane
to
2. Social (1,6,8)
I took a
tour
to get to
3. Learning about (3 words) (8,9)
Then switched to a
big bus
to make it to
4. Weakness
Then a
subway
got me to
5. ???
From there I walked through a
tunnel
to arrive at
6. Game series (2 words) (4)
A long
train
ride got me to
7. Superstar artist (2 words) (1)
Then I hopped on a
boat
to
8. Sign of doubt (2 words) (3)
I rode a
bike
to
9. Exec (11)
Then a friendly
horse
carried me on to
10. Suddenly emote (3 words) (11)
Finally, a
limo
drove me to my ultimate stop:
11. South Asian (9,12)",PERMUTATION,"October’s puzzle was presented without instruction on how to solve it
and what all these clues meant. Observant solvers could gather hints
from the title, the flavor text describing 120 (= 5!) countries with
gradually changing dialects, the bolded names of the means of
transport, and some of the crossword clue answers to notice that this
puzzle was all about the five vowels on the English language (sorry Y,
we need committed always-vowels for this puzzle).
The crossword clues are more easily solved when one discovers that
every answer has exactly one of each of the five vowels, and the order
of these vowels is determined by the position the clue is along the
journey and the names of the methods of transport: when traveling
between two country destinations, the method of transport contains
exactly the two consecutive vowels whose orderings are swapped in the
names of the two countries. Furthermore, the journey begins with the
natural ordering AEIOU and ends with the exactly opposite ordering
UOIEA, as hinted by the flavor text.
This extra constraint helps narrow down the answers of the clues:
Unserious - FACETIOUS (AEIOU)
plane
swaps AE
Social - GREGARIOUS (EAIOU)
tour
swaps OU
Learning about (3 words) - READING UP ON (EAIUO)
big bus
swaps IU
Weakness - EXHAUSTION (EAUIO)
subway
swaps AU
??? (EUAIO)
tunnel
swaps EU
Game series (2 words) - SUPER MARIO (UEAIO)
train
swaps AI
Superstar artist (2 words) - LUPE FIASCO (UEIAO)
boat
swaps AO
Sign of doubt (2 words) - QUESTION MARK (UEIOA)
bike
swaps EI
Exec - BUSINESSWOMAN (UIEOA)
horse
swaps EO
Suddenly emote (3 words) - BURST INTO TEARS (UIOEA)
limo
swaps IO
South Asian - SUBCONTINENTAL (UOIEA)
We are asked to fill in the fifth country in the tour, which we expect
to have vowel ordering EUAIO, but we don’t have a crossword clue for
it! Now we use the extra numbers at the ends of the existing clues,
and if we read off the letters from the answers we’ve found so far we
get GROUP ELEMENT. This can serve as the crossword clue for the fifth
country, which appropriately can be found to be
PERMUTATION
.
Congrats to this month’s solvers who successfully sleuthed out the
name of the fifth country!","{""bucket"": ""collection_override_hard_candidate""}",machine_checked,False,,"{""answer_only_scorable"": true, ""benchmark_core"": true, ""counts_toward_headline_score"": true, ""counts_toward_official_topic_score"": true, ""scoring_metric"": ""binary_accuracy"", ""time_limit_minutes"": 30, ""topic_scoring_group"": ""word_language"", ""track"": ""answer_only_collection_core""}"
puzzle-74bd7b784df4a8ddfdf8,Word Games,,word_language,logic_constraints | mixed_meta | geometry_spatial,wordplay | lexical_search | logical_inference | constraint_propagation | external_knowledge_linking | spatial_visualization | visual_decoding | anagramming | crossword_solving | indexing_extraction,image_puzzle | multi_part | word_puzzle | logic_grid | crossword,"Title: Word Games

A series of crossword-style clues lead to a hidden message. By extracting and rearranging key elements, the final solution emerges.

The complete puzzle statement and its visual/structured clues are in the required question asset(s):
- assets/aa2841db5051a41533b0914f4e756d820222b3a1d6d6cdbb811b2f63cbc3b2bd.png

Return the short canonical final answer.",ALPHA,"1. Unscramble the words in the Jumble mini game.

2. Notice that the five words they give you to fill in in the 'down' section of the crossword are invalid.

3. Correctly replace the 5 given words in the 'down' section of the crossword with their synonyms found in the Jumble mini game.
   Reasoning figure: assets/9d77d5020136f4d948fb9b07ba7b8e40671e35d29f764fe532b25cdc21599c21.png

4. Solve the given crossword puzzle.
   Reasoning figure: assets/982916eadabe3f95881b32671e5f444d00969b3431738271f7556420dc5a7974.png

5. Extract the letters contained in the hearts, diamonds, or circles in the jumble puzzle to fill in the blank phrase that judge declared (keyed by the same shapes). This should spell: CROSS YOU HEARTS.
   Reasoning figure: assets/6459743c9e39383692172ebcf4bf03040aca14b1ab8389af6fa41ea0be7f5477.png

6. Allign the words in the jumble puzzle with their synonyms given by the 'down' column of the crossword.

7. Extract the letters from jumble puzzle's words synonyms whom allign with the index of their counterpart's 'hearts' location. e.g. if CRUSH is lined up with SMASH, the letter 'U' is encapsulated in a heart, thus 'A' from SMASH is extracted.
   Reasoning figure: assets/60cfec628b4e54116adb88a18de1c0269fd4a389b835925a28ef9f682d585c5e.png

8. The final extracted letters from the jumble puzzle should spellthe solution: ALPHA","{""bucket"": ""hard""}",needs_review,True,"[{""bytes"": 696978, ""content_type"": ""image/png"", ""path"": ""assets/aa2841db5051a41533b0914f4e756d820222b3a1d6d6cdbb811b2f63cbc3b2bd.png"", ""role"": ""question"", ""sha256"": ""aa2841db5051a41533b0914f4e756d820222b3a1d6d6cdbb811b2f63cbc3b2bd""}, {""bytes"": 176368, ""content_type"": ""image/png"", ""path"": ""assets/9d77d5020136f4d948fb9b07ba7b8e40671e35d29f764fe532b25cdc21599c21.png"", ""role"": ""explanation"", ""sha256"": ""9d77d5020136f4d948fb9b07ba7b8e40671e35d29f764fe532b25cdc21599c21""}, {""bytes"": 161467, ""content_type"": ""image/png"", ""path"": ""assets/982916eadabe3f95881b32671e5f444d00969b3431738271f7556420dc5a7974.png"", ""role"": ""explanation"", ""sha256"": ""982916eadabe3f95881b32671e5f444d00969b3431738271f7556420dc5a7974""}, {""bytes"": 43463, ""content_type"": ""image/png"", ""path"": ""assets/6459743c9e39383692172ebcf4bf03040aca14b1ab8389af6fa41ea0be7f5477.png"", ""role"": ""explanation"", ""sha256"": ""6459743c9e39383692172ebcf4bf03040aca14b1ab8389af6fa41ea0be7f5477""}, {""bytes"": 109767, ""content_type"": ""image/png"", ""path"": ""assets/60cfec628b4e54116adb88a18de1c0269fd4a389b835925a28ef9f682d585c5e.png"", ""role"": ""explanation"", ""sha256"": ""60cfec628b4e54116adb88a18de1c0269fd4a389b835925a28ef9f682d585c5e""}]","{""answer_only_scorable"": true, ""benchmark_core"": true, ""counts_toward_headline_score"": true, ""counts_toward_official_topic_score"": true, ""scoring_metric"": ""binary_accuracy"", ""time_limit_minutes"": 30, ""topic_scoring_group"": ""word_language"", ""track"": ""answer_only_upstream_hard_core""}"
puzzle-81abcbbe3329d44cd5b0,Pair Dance 2,2022-09,word_language,cryptography_ciphers | mixed_meta,pattern_recognition | lexical_search | indexing_extraction | encoding_decoding | meta_extraction,word_puzzle | cryptogram | meta_puzzle,"disgust (3,
1
,1)
mollifies (
4
,1,3,2)
calling in (3,1,3,4,
2
)
it’s pickled (
4
,4,4,4)
staple that’s approx 1 to 2 mm (
4
,4,4,4)
one who will take a leaner, maybe (
6
,6,7,2,4)
a 90’s spoof (if you insert a space) (
4
,4,4,4)
guts (6,6,3,
5
,5)
like most sets (
2
,2,3,4,2)
swinging makes one less impressive (
5
,3,1)
show up again (7,
4
,4,1)
the player at bat after you, say (6,6,
3
,1)
[in the chance that this happens to make sense, please send us the
answer, which is a tuple of positive integers representing an English word]","(7,7,1,7,4,4)","This puzzle was rather empty of direction, giving a short set of clues
each with a tuple of numbers. The title of the puzzle hinted at pairs,
it turned out all the clues had answers consisting of a set of letters appearing exactly
twice. Further, the tuples of numbers referred to the distances between the like
pairs, in the order of the leftmost pair member. The answers (clued
alphabetically to help with confirmation) were:
disgust (3,
1
,1) - A
P
PALL
mollifies (
4
,1,3,2) -
A
PPEASES
calling in (3,1,3,4,
2
) - ARRAIG
N
ING
it’s pickled (
4
,4,4,4) -
C
HOWCHOW
staple that’s approx 1 to 2 mm (
4
,4,4,4) -
C
OUSCOUS
one who will take a leaner, maybe (
6
,6,7,2,4) -
H
ORSESHOER
a 90’s spoof (if you insert a space) (
4
,4,4,4) -
H
OTSHOTS
guts (6,6,3,
5
,5) - INT
E
STINES
like most sets (
2
,2,3,4,2) -
N
ONORDERED
swinging makes one less impressive (
5
,3,1) -
P
ULLUP
show up again (7,
4
,4,1) - R
E
APPEAR
the player at bat after you, say (6,6,
3
,1) - TE
A
MMATE
The bold and italic numbers corresponded to the letters
PANCCHHENPEA. While each letter here appears exactly twice, the
alphabetical nature of the answers hinted that we might need to find a
new ordering of these letters… in fact they can be anagrammed to the
word HAPPENCHANCE, whose letters are arranged according to the tuple
(7,7,1,7,4,4)
, the answer requested by the cheeky
final hint at the bottom of the puzzle.
Congrats to this month’s solvers!","{""bucket"": ""collection_override_hard_candidate""}",machine_checked,False,,"{""answer_only_scorable"": true, ""benchmark_core"": true, ""counts_toward_headline_score"": true, ""counts_toward_official_topic_score"": true, ""scoring_metric"": ""binary_accuracy"", ""time_limit_minutes"": 30, ""topic_scoring_group"": ""word_language"", ""track"": ""answer_only_collection_core""}"
puzzle-89eaa1c712b3f505214f,The Tea Menu,,word_language,cryptography_ciphers | logic_constraints,wordplay | lexical_search | encoding_decoding | indexing_extraction | meta_extraction | logical_inference | constraint_propagation | word_search | exhaustive_search,image_puzzle | word_puzzle | meta_puzzle | word_search,"Title: The Tea Menu

Oh no! The chef seems to have misprinted the afternoon tea menu. All the items have been misaligned. What's worse, each tea got an extra segment of letters added to the end. And even more letters seem to have randomly filled up the page! Find the teas below to find a descriptor for this menu.

The complete puzzle statement and its visual/structured clues are in the required question asset(s):
- assets/1142453dc6f7af9e3a2a85b27be8238196dca67e46df1f420a5f354ead7d4034.png

Return the short canonical final answer.",GARDEN VARIETY,"1. This is a variant word search puzzle where the tea names aren't found in straight lines.

2. The flavor text hints that each tea is made up of segments that are 'misaligned' rather than following a straight line.

3. Each tea name is formed by segments where the row or column is adjusted by one for each segment. For example, EARL GREY can be found starting with E, then moving diagonally to A, then R, and so on.

4. Start by looking for common tea names like EARL GREY, which is easier to spot since EARL and GREY are visible near each other on the grid.

5. After finding a tea name, continue in the same direction to find the 'extra segment of letters' mentioned in the flavor text.

6. Find all 13 tea names listed: EARL GREY, CINNAMON, PEPPERMINT, LADY GREY, DAEJAK, SENCHA, LAVENDER, CHAI, TURMERIC, WHITE PEONY, DARJEELING, MATCHA, and CEYLON.

7. The extra letters at the end of each tea, when read in the order the teas are listed, spell out 'FIRST LETTER OF EACH OF THE SECOND SEGMENTS'.

8. This is a clue telling you to look at the first letter of the second segment of each tea name.

9. For example, in EARL GREY, the second segment starts with A. In CINNAMON, the second segment starts with G.

10. Taking the first letter of the second segment of each tea name, in the order listed, spells 'GARDEN VARIETY', which is the answer.","{""bucket"": ""hard""}",needs_review,True,"[{""bytes"": 125562, ""content_type"": ""image/png"", ""path"": ""assets/1142453dc6f7af9e3a2a85b27be8238196dca67e46df1f420a5f354ead7d4034.png"", ""role"": ""question"", ""sha256"": ""1142453dc6f7af9e3a2a85b27be8238196dca67e46df1f420a5f354ead7d4034""}]","{""answer_only_scorable"": true, ""benchmark_core"": true, ""counts_toward_headline_score"": true, ""counts_toward_official_topic_score"": true, ""scoring_metric"": ""binary_accuracy"", ""time_limit_minutes"": 30, ""topic_scoring_group"": ""word_language"", ""track"": ""answer_only_upstream_hard_core""}"
puzzle-8b804c89a9a32d9bb42e,Many Happy Returns,2024-07,word_language,mixed_meta,wordplay | lexical_search | transposition_cipher | indexing_extraction | meta_extraction,word_puzzle | cryptogram | meta_puzzle,"It’s our first day back at work – we just got our nametag
1
. And yet we’re already in over our heads!
We have a set of returns to process:
1 “I need to return this recipient…”
1 “I need to return this popular type of street food…”
1 “I need to return this type of remark…”
1 “I need to return this suddenly canceled (agreement)…”
1 “I need to return this classical dance…”
1 “I need to return this graduate-to-be…”
2 “I need to return this soft touch…”
1 “I need to return this type of heron…”
2 “I need to return this soft but unruly drummer…”
2 “I need to return this group of criminals…”
10 “I need to return this type of understanding…”
9 “I need to return this BBB-…”
1 “I need to return this person who wants to quit…”
7 “I need to return this ugly facial expression…”
6 “I need to return this warm breakfast dish…”
10 “I need to return this brown-coloured ale…”
4 “I need to return this plant that grows underground…”
6 “I need to return this common solvent…”
7 “I need to return this partner dance…”
9 “I need to return this type of symmetry…”
Ø “I need to return these good luck charms…”
…but the list of recipients got all mixed up :-( We tried to put them back as best as we could, but only got this far:
…said an important C++ component ($4.09)
…said le supermarché, il ristorante and el dinosaurio ($5.08)
…said the counterargument ($5.08)
…said the laundry room staple ($5.09)
…said the heavy machine useful in forestry ($5.10)
…said the remnants of an explosion ($5.11)
…said the (story) that was worth repeating ($6.08)
…said Captain Marvel & Black Widow ($6.08)
…said this type of inexpensive flooring ($6.08)
…said the (fuse) that seemed ready to go off ($6.09)
…said the 4-dimensional solid ($6.09)
…said the distinguished ambassador ($6.09)
…said
Duel
(or
High School Musical
) ($6.09)
…said one of the major scenes in
West Side Story
($6.11)
…said the narrow bike trail ($6.11)
…said the cozy wine shop ($7.07)
…said the total reprobate ($7.10)
…said the often-wet piece of equipment ($7.10)
…said the person who was here before me ($7.11)
…said the person hovering a foot off the ground ($8.09)
What do we need in order to finish all these returns?
(The answer to this puzzle is a person.)
though we have to hand it back in later to… the worker guarding the parking lot
↩",cheesemonger,"Each of the 20 recipients had something to
return
, literally:
For example, that “important C++ component” was an
allocator
, which is “returning” the word
taco
(a popular type of street food). (“Allocator” has 9 letters and “taco” has 4, which is alluded to in the price.)
The first 20 return items – and their matching recipients – are as follows:
1 giftee, str
eetfig
ht (one of the major scenes in
West Side Story
)
1 taco, all
ocat
or (an important C++ component)
1 biting, i
gnitib
le (seemed ready to go off)
1 reneged,
degener
ate (total reprobate)
1 ballet,
tellab
le (worth repeating)
1 senior, he
roines
(Captain Marvel & Black Widow)
2 caress, te
sserac
t (4-dimensional solid)
1 egret, de
terge
nt (laundry room staple)
2
animal
,
lamina
te (inexpensive type of flooring)
2 cartel, sing
letrac
k (narrow bike trail)
10 tacit, mas
ticat
or (heavy machine useful in forestry)
9 rating, di
gnitar
y (distinguished ambassador)
1 seceder, p
redeces
sor (person who was here before me)
7 sneer, smithe
reens
(remnants of an explosion)
6 omelet,
telemo
vie (
Duel
, or
High School Musical
)
10 draught, mou
thguard
(often-wet piece of equipment)
4 tuber,
rebut
tal (counterargument)
6 acetone,
enoteca
(cozy wine shop)
7 tango, c
ognat
es (le supermarch
, il ristorante and el dinosaurio)
9 rotative, l
evitator
(person hovering a foot off the ground)
Taking the inidcated letter of each recipient gives an extra clue: “…said the dairy producer”.
This
is the person we need to match up the un-numbered 21st item (the good luck charms). And that person is a
cheesemonger
, who is returning some
gnomes
.
That was a tough one,
congrats to those of you who figured it out!
Just remember to hand in your nametag to the
gateman
when you leave :-)","{""bucket"": ""collection_override_hard_candidate""}",machine_checked,False,,"{""answer_only_scorable"": true, ""benchmark_core"": true, ""counts_toward_headline_score"": true, ""counts_toward_official_topic_score"": true, ""scoring_metric"": ""binary_accuracy"", ""time_limit_minutes"": 30, ""topic_scoring_group"": ""word_language"", ""track"": ""answer_only_collection_core""}"
puzzle-923b8eb7a5fb735c61dd,Regional Artwork,2026-06,word_language,mixed_meta,crossword_solving | sorting_ordering | indexing_extraction | pattern_recognition | meta_extraction,word_puzzle | meta_puzzle | diagramless_visual,"[Question assets]
- assets/c1efd7535b0ed908a37c70fae0adc812dd8f6a8fd6cb8cf7ece038c6c07fe565.jpg",American Graffiti,"The clues for this month’s puzzle all had something in common – as suggested by the 3rd clue in the list they are all
AI-generated
. Er, by that, we mean that their respective answers begin with “A” and end in “I”:
frequent Frazier foe [Ali]
type of magazine you might start getting in your 20’s [alumni]
arguably, the story of our time [AI]
stage name of a famous skeptic (with “The”) [Amazing Randi]
Oscar-winning role from the 80’s [Antonio Salieri]
often-inset pair, for short [AK, HI]
microwaveable snack brand that replaced a refrigerated product [ACT II]
where to find “take thou this vial” and “double, double toil and trouble” [Act IV Scene I (of
Romeo and Juliet
and
Macbeth
, respectively)]
you might break it in Kabul [afghani]
eponym of multiple continents [Amerigo Vespucci]
onetime Outkast output [
Aquemini
]
notable 2026 launch [Artemis II]
the present, in the past [anno domini]
our nearest neighbors, in some sense (though we haven’t visited yet…) [Alpha Centauri]
After sorting by length, measure how much each answer has shifted up or down. (E.g., since “AI” moves up 2 spots, take the 2nd letter, an I.) The extracted letters, when placed into the empty final clue, spell “George Lucas hit”. And befitting both the puzzle’s theme and the title, that would be the film
American Graffiti
.","{""bucket"": ""collection_override_hard_candidate""}",machine_checked,True,"[{""bytes"": 157880, ""content_type"": ""image/jpeg"", ""path"": ""assets/c1efd7535b0ed908a37c70fae0adc812dd8f6a8fd6cb8cf7ece038c6c07fe565.jpg"", ""role"": ""question"", ""sha256"": ""c1efd7535b0ed908a37c70fae0adc812dd8f6a8fd6cb8cf7ece038c6c07fe565""}]","{""answer_only_scorable"": true, ""benchmark_core"": true, ""counts_toward_headline_score"": true, ""counts_toward_official_topic_score"": true, ""scoring_metric"": ""binary_accuracy"", ""time_limit_minutes"": 30, ""topic_scoring_group"": ""word_language"", ""track"": ""answer_only_collection_core""}"
puzzle-9a445da389985749a245,Hearts,,word_language,logic_constraints,wordplay | lexical_search | logical_inference | constraint_propagation | indexing_extraction,multi_part | word_puzzle | logic_grid,"Title: Hearts

Welcome to 'Five-minute Speed-Dating', where the ladies always get to ask the first question. Trouble is, even if everyone makes sure to measure their words carefully, there is never a perfect match

The complete puzzle statement and its visual/structured clues are in the required question asset(s):
- assets/e567549bd7ffadd2804caa3416ad4c614350bfd6c58d04b84087d6b40e0a13df.png

Return the short canonical final answer.",FISH,"1. Note that the first letters of the ladies' names spell 'size five', and that each quote has exactly one five-letter word.
   Reasoning figure: assets/bf123a1a304b48082807ad7553ba0251d0f91ae59f043be03afed6e9ef599fee.png

2. Make eight 'matches' between men and women where the pair's five letter words share four letters and only one differs.
   Reasoning figure: assets/bf123a1a304b48082807ad7553ba0251d0f91ae59f043be03afed6e9ef599fee.png

3. Note that the unique letters in the women's words spell PLENTY OF, and the unique letters in the men's words spell IN THE SEA.
   Reasoning figure: assets/bf123a1a304b48082807ad7553ba0251d0f91ae59f043be03afed6e9ef599fee.png

4. Extract the answer FISH, which makes the common phrase: plenty of fish in the sea..","{""bucket"": ""hard""}",needs_review,True,"[{""bytes"": 69627, ""content_type"": ""image/png"", ""path"": ""assets/e567549bd7ffadd2804caa3416ad4c614350bfd6c58d04b84087d6b40e0a13df.png"", ""role"": ""question"", ""sha256"": ""e567549bd7ffadd2804caa3416ad4c614350bfd6c58d04b84087d6b40e0a13df""}, {""bytes"": 78380, ""content_type"": ""image/png"", ""path"": ""assets/bf123a1a304b48082807ad7553ba0251d0f91ae59f043be03afed6e9ef599fee.png"", ""role"": ""explanation"", ""sha256"": ""bf123a1a304b48082807ad7553ba0251d0f91ae59f043be03afed6e9ef599fee""}]","{""answer_only_scorable"": true, ""benchmark_core"": true, ""counts_toward_headline_score"": true, ""counts_toward_official_topic_score"": true, ""scoring_metric"": ""binary_accuracy"", ""time_limit_minutes"": 30, ""topic_scoring_group"": ""word_language"", ""track"": ""answer_only_upstream_hard_core""}"
